# Constructed from biom file
#OTU ID	258_B3	153_B3	090_subseq	074_B2	146_B1	015_B4	164_B1	024_B2
TRINITY_DN148666_c2_g1_i1	462.1	0.0	0.0	0.0	0.0	1.0	7.0	1.0
TRINITY_DN138767_c8_g1_i2	1.0	0.0	1.0	0.0	4.02	1.0	0.0	0.0
TRINITY_DN137080_c0_g1_i1	1.0	0.0	2.0	0.0	0.0	0.0	26.0	0.0
TRINITY_DN145599_c1_g1_i4	25.06	0.0	7.99	0.0	0.0	6.15	23.9	0.0
TRINITY_DN140939_c1_g4_i1	3.0	0.0	1.0	0.0	0.0	1.03	2.0	0.0
TRINITY_DN135168_c0_g7_i1	5.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN144231_c2_g2_i1	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN144690_c1_g2_i6	13.4	4.71	0.0	0.0	79.1	21.42	0.0	68.74
TRINITY_DN144618_c0_g1_i7	0.0	0.0	60.04	0.0	0.0	2.96	0.0	4.83
TRINITY_DN129983_c0_g1_i2	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
TRINITY_DN144134_c2_g11_i2	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN144329_c9_g1_i1	6.8	0.0	1.0	0.0	0.0	1.0	5.0	0.0
TRINITY_DN145735_c4_g1_i1	7.77	0.0	1.0	3.0	0.0	21.69	0.0	8.98
TRINITY_DN141104_c10_g3_i2	0.0	138.0	0.0	0.0	3.28	2.64	0.0	0.0
TRINITY_DN142068_c0_g1_i4	0.0	0.0	0.92	0.0	2.69	0.0	0.0	0.92
TRINITY_DN144415_c2_g1_i4	30.84	0.0	0.0	0.0	522.06	8.07	0.0	26.7
TRINITY_DN139144_c4_g1_i1	4.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN140644_c4_g4_i2	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
TRINITY_DN141081_c6_g5_i5	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN1325184_c0_g1_i1	7.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0
TRINITY_DN137630_c3_g3_i1	0.0	0.0	1.0	53.0	24.0	1.0	0.0	0.0
TRINITY_DN138725_c2_g4_i1	3.0	0.0	36.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN140335_c2_g3_i2	20.68	0.0	0.0	0.0	8.21	4.44	0.0	5.11
TRINITY_DN141179_c1_g1_i2	1.0	0.0	0.0	0.0	1.51	1.0	0.0	1.0
TRINITY_DN145334_c2_g1_i4	6.04	0.0	0.0	0.0	1.0	0.0	0.0	210.7
TRINITY_DN138778_c2_g1_i3	0.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0
TRINITY_DN143840_c6_g1_i2	1.07	78.0	0.0	12.0	33.62	0.0	0.0	12.21
TRINITY_DN145220_c3_g1_i7	3.28	0.0	1.02	15.0	176.95	0.0	0.0	9.29
TRINITY_DN137221_c0_g1_i2	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN137100_c3_g8_i2	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN145458_c4_g1_i1	19.38	0.0	21.68	0.0	2.92	10.37	5.0	18.33
TRINITY_DN391927_c1_g4_i1	208.0	0.0	0.0	2.0	0.0	0.0	57.0	3.0
TRINITY_DN139303_c0_g1_i3	0.0	0.0	2.11	0.0	0.0	2.0	0.0	1.0
TRINITY_DN136090_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN68376_c0_g1_i1	6.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN136655_c3_g1_i2	5.0	0.0	12.0	12.0	12.0	4.0	0.0	2.0
TRINITY_DN145565_c2_g1_i1	0.0	0.0	2.78	0.0	0.0	0.84	0.0	1.01
TRINITY_DN145429_c4_g2_i1	17.27	0.0	3.0	0.0	0.0	0.0	17.0	0.0
TRINITY_DN141971_c4_g1_i1	0.0	31.0	0.0	0.0	0.0	5.0	0.0	3.0
TRINITY_DN137898_c5_g2_i5	0.0	3.0	0.0	0.0	0.0	9.08	0.0	1.0
TRINITY_DN142850_c1_g1_i10	0.98	0.0	1.38	0.0	0.0	2.0	0.0	7.8
TRINITY_DN142761_c18_g1_i1	0.0	0.0	0.0	0.0	69.98	4.88	0.0	31.0
TRINITY_DN145091_c0_g1_i5	5.66	0.0	50.08	0.0	3.98	0.0	0.0	0.0
TRINITY_DN145803_c5_g1_i3	10.12	0.0	0.0	0.0	39.19	0.0	0.0	0.84
TRINITY_DN129538_c3_g1_i1	0.0	3.0	2.0	0.0	0.0	5.0	0.0	1.0
TRINITY_DN140061_c3_g1_i4	2.49	0.0	1.0	15.0	3.0	1.0	0.0	0.0
TRINITY_DN141142_c7_g8_i1	11.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0
TRINITY_DN142732_c5_g2_i1	0.0	124.0	0.0	0.0	0.0	16.0	0.0	10.0
TRINITY_DN134406_c6_g1_i1	0.0	22.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN143113_c1_g1_i11	0.0	0.0	1.0	0.0	11.94	1.0	0.0	0.0
TRINITY_DN144541_c0_g2_i1	17.0	0.0	0.0	0.0	0.0	1.0	0.0	4.63
TRINITY_DN141488_c2_g3_i5	2.33	0.0	4.49	0.0	0.0	0.0	0.0	1.0
TRINITY_DN145098_c7_g1_i1	3.14	0.0	5.31	0.0	8.72	2.0	0.0	1.11
TRINITY_DN139138_c8_g2_i1	32.0	14.0	56.59	0.0	0.0	3.01	97.0	0.0
TRINITY_DN134458_c0_g3_i2	0.0	1.0	8.8	0.0	0.0	1.0	0.0	2.0
TRINITY_DN137446_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
TRINITY_DN142363_c4_g1_i1	12.49	0.0	3.35	0.0	23.01	2.27	0.0	0.0
TRINITY_DN135798_c3_g7_i1	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN143643_c5_g2_i1	2.0	8.0	0.0	0.0	0.0	1.0	7.0	1.0
TRINITY_DN139733_c1_g1_i2	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN143045_c2_g1_i3	0.0	0.0	1.0	0.0	1.09	0.0	0.0	1.0
TRINITY_DN143943_c2_g4_i4	1.21	0.0	6.0	0.0	4.0	0.0	0.0	0.0
TRINITY_DN141946_c0_g1_i6	1.17	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN144369_c5_g3_i2	1.0	0.0	0.0	0.0	10.74	1.0	0.0	0.0
TRINITY_DN138672_c2_g5_i1	0.66	0.0	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN145437_c12_g1_i1	13.96	0.0	0.0	0.0	396.39	9.0	0.0	5.46
TRINITY_DN142337_c4_g1_i1	22.22	0.0	0.0	0.0	0.0	2.0	2.0	0.0
TRINITY_DN84234_c5_g1_i1	0.0	0.0	3.0	0.0	5748.68	4.0	0.0	21.0
TRINITY_DN139322_c2_g1_i1	0.0	0.0	0.0	0.0	2.24	1.0	0.0	2.26
TRINITY_DN144528_c0_g2_i1	0.0	0.0	1.0	0.0	23.15	0.0	0.0	1.0
TRINITY_DN145171_c1_g1_i4	3.01	86.0	71.42	0.0	1.0	18.22	29.0	1.0
TRINITY_DN132736_c2_g2_i1	0.0	33.0	0.0	0.0	0.0	1.0	0.0	4.0
TRINITY_DN143228_c5_g12_i1	0.0	13.0	23.86	0.0	0.0	1.98	0.0	1.99
TRINITY_DN138818_c3_g1_i1	3.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN138173_c1_g1_i8	4.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0
TRINITY_DN142304_c20_g2_i2	16.0	0.0	54.0	0.0	5.0	5.0	39.0	0.0
TRINITY_DN141075_c3_g5_i1	27.19	0.0	2.0	0.0	0.0	1.49	55.0	1.0
TRINITY_DN137753_c0_g3_i1	15.0	0.0	5.0	2.0	0.0	2.0	0.0	1.0
TRINITY_DN143725_c0_g2_i5	1.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0
TRINITY_DN137764_c2_g1_i2	0.0	24.0	1.0	0.0	0.0	6.27	0.0	0.0
TRINITY_DN144881_c7_g2_i1	0.0	64.0	0.0	0.0	0.0	44.0	0.0	151.0
TRINITY_DN135927_c1_g1_i1	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN144529_c5_g4_i2	1.0	0.0	0.0	0.0	0.0	2.07	2.57	7.2
TRINITY_DN139222_c2_g3_i1	0.0	26.0	0.0	0.0	0.0	8.0	0.0	17.0
TRINITY_DN136922_c1_g3_i3	1.67	0.0	0.0	0.0	2.0	0.0	3.0	0.0
TRINITY_DN144397_c3_g3_i1	24.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN143795_c3_g2_i4	0.0	0.0	4.33	9.0	8.0	0.0	0.0	1.0
TRINITY_DN142272_c5_g1_i4	5.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN142809_c8_g1_i1	2.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN144768_c2_g1_i1	13.12	2.0	3.0	0.0	0.0	16.06	0.0	39.97
TRINITY_DN140014_c6_g5_i1	3.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0
TRINITY_DN139094_c2_g1_i5	3.14	0.0	0.0	0.0	22.0	2.0	0.0	0.0
TRINITY_DN137621_c1_g1_i1	1.0	0.0	18.0	0.0	4.0	0.0	0.0	1.0
TRINITY_DN142988_c3_g2_i1	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0
TRINITY_DN144808_c0_g1_i2	1.05	0.0	1.0	0.0	0.0	4.33	0.0	0.0
TRINITY_DN144559_c1_g1_i12	0.22	0.0	3.84	0.0	0.0	1.24	0.0	0.0
TRINITY_DN139448_c3_g2_i1	2.0	0.0	4.0	43.0	8.0	2.0	0.0	0.0
TRINITY_DN143647_c9_g1_i2	2.98	0.0	0.0	0.0	0.0	1.0	0.0	3.51
TRINITY_DN142116_c1_g1_i10	11.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN142437_c0_g3_i2	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN137920_c0_g1_i1	0.0	0.0	0.0	0.0	5.06	0.0	6.0	1.0
TRINITY_DN141885_c1_g3_i1	1.0	0.0	2.0	0.0	44.0	0.0	0.0	3.0
TRINITY_DN145708_c0_g1_i3	1.94	0.0	0.0	0.0	8.61	0.0	0.0	0.07
TRINITY_DN141681_c4_g2_i5	10.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138696_c6_g1_i1	0.0	15.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN135914_c2_g2_i1	1.0	0.0	1.0	1.0	8.7	0.0	0.0	1.0
TRINITY_DN141681_c3_g1_i3	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN136346_c15_g3_i6	0.0	0.0	2.66	0.0	4.2	0.0	0.0	1.0
TRINITY_DN145567_c1_g1_i9	0.0	0.0	0.0	0.0	33.46	2.0	0.0	1.01
TRINITY_DN123575_c10_g1_i1	0.0	7533.06	0.0	0.0	0.0	1509.26	0.0	4495.55
TRINITY_DN141429_c0_g1_i4	1.0	0.0	4.76	6.3	0.0	0.0	0.0	0.0
TRINITY_DN141533_c2_g3_i4	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN134799_c1_g1_i1	0.0	16.0	0.0	0.0	3.62	1.29	0.0	1.49
TRINITY_DN145703_c5_g2_i6	1.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN59820_c3_g1_i1	10.21	0.0	1.0	0.0	0.0	7.96	1.0	78.76
TRINITY_DN139620_c0_g1_i1	0.0	0.0	1.0	0.0	14.0	0.0	0.0	3.0
TRINITY_DN140268_c4_g1_i1	16.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0
TRINITY_DN143715_c2_g2_i3	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0
TRINITY_DN142873_c4_g5_i5	3.0	0.0	15.14	16.0	0.0	0.0	0.0	0.0
TRINITY_DN142789_c0_g3_i5	0.0	0.0	0.0	5.0	2.84	1.0	0.0	0.0
TRINITY_DN145655_c4_g1_i2	44.57	0.0	2.0	28.0	0.0	25.7	1.0	70.0
TRINITY_DN142761_c17_g1_i7	1.25	0.0	0.0	0.0	29.66	4.0	0.0	14.0
TRINITY_DN144104_c1_g2_i1	0.0	9.0	0.0	0.0	0.0	22.0	0.0	37.0
TRINITY_DN141923_c4_g1_i10	0.0	0.0	0.0	2.0	2.03	1.0	0.0	1.0
TRINITY_DN383713_c2_g1_i1	409.7	6.54	43.69	18.01	22.18	9.87	393.41	1.02
TRINITY_DN145542_c10_g3_i3	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN145493_c5_g1_i1	1.0	0.0	0.0	0.0	0.0	10.89	0.0	2.0
TRINITY_DN141358_c25_g1_i2	0.0	42.34	0.0	0.0	0.0	3.18	0.0	1.06
TRINITY_DN142193_c5_g2_i1	0.0	0.0	0.0	0.0	16.0	2.0	0.0	1.0
TRINITY_DN137491_c0_g1_i3	0.85	0.0	1.85	0.0	0.0	0.0	0.0	1.0
TRINITY_DN143696_c5_g2_i4	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
TRINITY_DN144608_c1_g1_i5	0.71	0.0	0.0	0.0	6.89	1.0	0.0	0.0
TRINITY_DN136333_c2_g2_i3	0.0	0.0	0.0	0.0	1.0	0.0	22.0	1.0
TRINITY_DN134556_c3_g2_i2	0.0	0.0	1.0	55.0	3.0	0.0	0.0	2.0
TRINITY_DN140852_c3_g1_i1	20.16	10.01	0.0	0.0	0.0	2.19	9.0	6.84
TRINITY_DN137801_c0_g1_i10	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN144653_c7_g8_i1	305.77	55.0	36.91	0.0	406.68	79.05	213.0	17.49
TRINITY_DN143948_c6_g3_i3	22.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN145741_c0_g1_i2	12.55	42.27	53.09	0.0	0.0	27.89	0.0	4.89
TRINITY_DN139212_c16_g1_i3	0.0	0.0	38.14	30.0	2.0	0.0	0.0	0.0
TRINITY_DN137643_c3_g7_i1	3.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
TRINITY_DN140323_c17_g1_i4	0.0	0.0	6.59	0.0	13.0	0.0	8.0	0.0
TRINITY_DN134848_c2_g1_i1	0.0	17.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN143085_c4_g1_i1	0.0	0.0	3.0	0.0	6.0	1.0	0.0	2.0
TRINITY_DN145842_c0_g1_i1	0.0	0.0	263.42	0.0	1.0	5.92	2.32	14.8
TRINITY_DN138017_c4_g1_i5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.08
TRINITY_DN140045_c1_g6_i1	3.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0
TRINITY_DN142309_c15_g5_i1	4.84	0.0	0.0	0.0	0.0	4.03	1.0	29.68
TRINITY_DN77203_c1_g3_i1	0.0	0.0	19.0	1.0	2.0	0.0	0.0	0.0
TRINITY_DN139870_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
TRINITY_DN143355_c2_g3_i1	5.0	65.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN144559_c1_g1_i11	1.0	0.0	1.16	0.0	6.62	0.0	0.0	2.01
TRINITY_DN136090_c0_g1_i2	0.0	0.0	1.0	0.0	12.0	1.0	0.0	0.0
TRINITY_DN142399_c1_g1_i1	0.37	0.0	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN145517_c2_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.16
TRINITY_DN137601_c4_g7_i1	0.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0
TRINITY_DN139802_c0_g3_i4	1.35	0.0	0.0	0.0	3.0	1.0	0.0	0.0
TRINITY_DN144028_c0_g1_i1	1.29	0.0	0.0	0.0	0.0	1.01	0.0	1.0
TRINITY_DN142271_c2_g1_i8	5.0	0.0	0.0	0.0	0.0	3.0	16.0	0.0
TRINITY_DN131368_c0_g2_i2	1.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0
TRINITY_DN139985_c3_g1_i1	2.0	0.0	0.0	3.0	9.0	1.0	0.0	2.0
TRINITY_DN144293_c4_g2_i6	0.0	0.0	1.0	0.0	4.0	0.0	0.0	2.0
TRINITY_DN139533_c3_g1_i1	0.0	10.0	1.0	0.0	0.0	25.31	0.0	4.0
TRINITY_DN145365_c5_g8_i1	1.0	0.0	0.0	0.0	0.0	0.0	40.98	1.0
TRINITY_DN143669_c0_g5_i1	0.0	0.0	2.0	0.0	2.27	0.0	0.0	1.0
TRINITY_DN144827_c1_g1_i6	0.0	0.0	0.0	0.0	4.25	2.0	0.0	4.98
TRINITY_DN141456_c1_g2_i1	3.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN141375_c1_g1_i6	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0
TRINITY_DN141629_c0_g1_i2	6.6	0.0	0.0	0.0	22.96	1.0	0.0	1.0
TRINITY_DN137703_c6_g1_i1	0.0	40.53	0.0	0.0	0.0	55.45	0.0	5.46
TRINITY_DN141192_c7_g16_i2	2.86	52.02	26.39	269.25	6.09	2.0	17.0	4.0
TRINITY_DN142069_c4_g1_i9	11.1	2.0	6.73	0.0	4.43	1.12	0.0	0.0
TRINITY_DN136073_c11_g6_i1	0.0	16.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN129325_c0_g2_i1	2.0	0.0	2.0	0.0	53.0	0.0	0.0	0.0
TRINITY_DN142537_c3_g9_i1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN145391_c5_g1_i4	5.51	0.0	0.0	0.0	0.0	6.19	0.0	1.36
TRINITY_DN141619_c2_g1_i5	11.49	0.0	111.84	1.98	7.1	0.0	2.8	1.31
TRINITY_DN136345_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN140884_c10_g2_i3	1.0	0.0	0.0	0.0	0.0	24.78	0.0	1.0
TRINITY_DN145577_c2_g1_i1	24.83	2.0	9.02	0.0	50.46	30.38	6.0	88.09
TRINITY_DN70273_c9_g3_i1	65.43	4.21	0.0	0.0	0.0	108.43	0.0	68.67
TRINITY_DN144474_c1_g1_i1	0.0	0.0	7.02	0.0	0.0	2.12	0.0	1.96
TRINITY_DN140848_c2_g1_i1	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN143730_c1_g2_i1	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN138029_c15_g1_i1	2.0	0.0	8.0	0.0	1.0	0.0	77.0	0.0
TRINITY_DN139562_c3_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
TRINITY_DN142591_c6_g7_i3	12.0	0.0	4.07	0.0	38.29	38.0	0.0	8.0
TRINITY_DN135568_c0_g1_i3	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN141328_c4_g5_i1	1.0	10.0	1.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN140574_c1_g1_i7	1.0	2.38	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN134951_c0_g1_i1	0.0	0.0	1.0	2.0	9.0	1.0	0.0	0.0
TRINITY_DN140367_c17_g6_i1	0.26	0.0	0.0	0.0	0.0	0.59	0.0	1.0
TRINITY_DN137041_c0_g1_i1	0.0	8.0	0.0	0.0	0.0	4.15	0.0	14.0
TRINITY_DN140607_c1_g1_i1	0.0	0.0	0.0	6.0	25.0	1.0	0.0	1.0
TRINITY_DN145061_c2_g1_i1	12.92	3.0	1.4	0.0	0.0	10.2	14.0	86.94
TRINITY_DN145515_c3_g1_i5	0.0	0.0	0.0	4.0	0.0	3.0	0.0	1.0
TRINITY_DN144907_c14_g1_i1	13.45	0.0	0.0	0.0	0.0	3.19	0.0	1.0
TRINITY_DN145227_c2_g1_i3	48.63	0.0	0.0	0.0	3.37	7.63	8.25	0.0
TRINITY_DN140649_c6_g1_i2	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0
TRINITY_DN144626_c2_g1_i3	0.0	0.0	2.41	5.0	47.86	0.0	0.0	4.55
TRINITY_DN139582_c2_g1_i3	1.0	0.0	0.0	0.0	1.63	0.08	0.0	0.0
TRINITY_DN142900_c5_g1_i6	40.77	0.0	1.0	0.0	0.0	0.0	0.0	17.73
TRINITY_DN85643_c0_g1_i1	94.01	0.0	1.0	0.0	1.0	122.99	0.0	631.99
TRINITY_DN138543_c2_g2_i2	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN139116_c3_g1_i2	1.0	0.0	5.15	5.0	9.6	0.0	0.0	0.0
TRINITY_DN129216_c4_g1_i1	17.0	0.0	5.0	0.0	15.0	0.0	9.0	1.0
TRINITY_DN138200_c2_g1_i1	0.0	0.0	2.0	31.0	0.0	3.0	0.0	0.0
TRINITY_DN141476_c1_g1_i4	0.0	11.0	0.0	0.0	0.0	8.63	0.0	2.01
TRINITY_DN137565_c1_g2_i3	0.0	4.0	1.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN135487_c1_g2_i4	17.0	0.0	4.0	5.0	0.0	1.0	0.0	0.0
TRINITY_DN139723_c4_g1_i1	2.85	0.0	1.0	0.0	0.0	0.0	21.0	0.0
TRINITY_DN144825_c5_g1_i5	7.73	0.0	0.0	0.0	1.48	0.0	0.0	2.0
TRINITY_DN143409_c0_g1_i7	0.0	0.0	1.18	0.0	1.08	2.0	0.0	0.0
TRINITY_DN143270_c3_g1_i2	0.0	0.0	3.95	0.0	0.09	0.0	0.0	3.0
