# Constructed from biom file
#OTU ID	258_B3	153_B3	090_subseq	074_B2	146_B1	015_B4	164_B1	024_B2
TRINITY_DN141803_c14_g7_i1	8.0	252.0	0.0	0.0	0.0	12.0	81.0	35.01
TRINITY_DN143034_c0_g2_i1	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN145261_c61_g1_i3	496.21	0.0	23.05	0.0	0.0	303.63	2.19	21.92
TRINITY_DN144959_c7_g1_i5	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN144271_c1_g2_i1	0.0	4.0	0.0	0.0	38.0	3.0	0.0	4.0
TRINITY_DN142485_c6_g9_i1	112.74	0.0	24.21	0.0	0.0	31.79	0.0	52.06
TRINITY_DN144904_c4_g1_i2	0.0	0.0	0.0	0.0	268.79	1.1	0.0	19.88
TRINITY_DN1311935_c6_g2_i1	0.0	0.0	28.0	7.0	9.0	0.0	0.0	0.0
TRINITY_DN142446_c2_g1_i3	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
TRINITY_DN135297_c0_g3_i1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN124509_c2_g2_i1	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN144236_c2_g1_i14	2.66	0.0	0.0	0.0	0.23	0.0	0.0	3.0
TRINITY_DN141804_c1_g1_i4	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN136113_c1_g1_i4	0.0	0.0	0.0	17.0	34.03	1.0	0.0	0.0
TRINITY_DN383600_c50_g1_i1	0.0	15046.0	0.0	1.0	0.0	2842.4	2.0	0.0
TRINITY_DN140104_c0_g2_i7	2.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0
TRINITY_DN119709_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN144589_c0_g1_i4	0.0	1.0	0.0	0.0	1.0	1.0	0.0	7.17
TRINITY_DN134571_c44_g1_i1	229.26	0.0	25.35	20.64	46.15	14.81	834.59	63.03
TRINITY_DN144859_c6_g1_i4	7.14	0.0	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN145021_c3_g1_i1	17.57	7.0	1.0	0.0	0.0	6.0	9.0	2.0
TRINITY_DN137655_c1_g3_i2	2.0	0.0	15.0	0.0	0.0	5.0	0.0	1.0
TRINITY_DN140808_c1_g1_i13	1.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0
TRINITY_DN136118_c0_g2_i3	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN1099395_c0_g1_i1	3.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN143620_c2_g1_i2	2.0	0.0	1.67	0.0	1.0	0.0	0.0	0.0
TRINITY_DN143766_c1_g3_i1	1.0	0.0	1.19	0.0	1.0	0.0	0.0	0.0
TRINITY_DN145803_c5_g1_i4	293.45	0.0	0.0	1.0	572.77	16.19	0.0	124.21
TRINITY_DN145623_c1_g1_i5	0.0	0.0	3.04	0.0	3.1	0.0	0.0	0.25
TRINITY_DN139598_c0_g2_i8	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138230_c1_g1_i6	0.0	18.0	0.0	0.0	0.0	1.0	0.0	28.16
TRINITY_DN141803_c15_g2_i7	0.0	62.0	0.0	20.0	0.0	0.0	34.0	0.0
TRINITY_DN145373_c0_g1_i1	7.82	0.0	0.0	0.0	0.0	7.99	6.0	6.63
TRINITY_DN141904_c3_g1_i1	4.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN144543_c2_g1_i11	10.6	22.65	1.06	0.0	0.0	2.33	75.81	0.0
TRINITY_DN139720_c6_g2_i1	1.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0
TRINITY_DN139422_c4_g1_i7	1.0	0.0	1.18	0.0	2.21	0.0	0.0	0.0
TRINITY_DN136653_c4_g1_i6	1.0	0.0	1.0	74.0	0.0	0.99	0.0	0.0
TRINITY_DN142283_c2_g1_i12	0.0	0.0	2.52	0.99	3.28	0.28	0.0	0.91
TRINITY_DN140265_c7_g4_i1	57.99	0.0	0.0	0.0	214.84	60.16	0.0	79.79
TRINITY_DN143849_c2_g1_i5	1.96	0.0	2.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN145074_c4_g2_i15	2.01	0.0	0.0	0.0	0.0	6.76	0.0	16.0
TRINITY_DN144616_c7_g3_i2	5.5	0.0	0.0	0.0	0.0	9.0	0.0	16.9
TRINITY_DN610131_c0_g2_i1	4.03	0.0	0.0	0.0	0.0	3.0	0.0	2.0
TRINITY_DN143407_c1_g1_i9	4.77	0.0	1.13	0.0	3.11	1.0	0.0	0.0
TRINITY_DN120103_c7_g1_i1	0.0	0.0	0.0	0.0	1.0	1.0	31.0	0.0
TRINITY_DN140347_c7_g1_i2	2.0	0.0	2.17	0.0	0.48	0.0	0.0	0.0
TRINITY_DN138509_c3_g4_i1	0.0	0.0	0.0	0.0	1.0	1.0	33.0	0.0
TRINITY_DN612198_c2_g1_i1	104.75	0.0	0.0	0.0	513.04	20.86	0.0	13.48
TRINITY_DN144368_c1_g1_i1	6.07	0.0	2.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN140831_c5_g6_i1	0.0	17.0	0.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN145613_c24_g1_i2	3.0	0.0	4.0	0.0	33.0	1.58	0.0	1.0
TRINITY_DN142433_c2_g1_i9	0.0	0.0	3.0	0.0	18.72	0.0	0.0	1.0
TRINITY_DN138290_c2_g2_i3	6.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN1090249_c1_g1_i1	0.0	0.0	1.0	0.0	106.0	1.0	0.0	8.0
TRINITY_DN144044_c6_g1_i4	24.0	0.0	1.0	0.0	0.0	12.0	0.0	2.0
TRINITY_DN141574_c1_g14_i1	0.0	77.0	1.0	0.0	0.0	13.0	0.0	0.0
TRINITY_DN142715_c3_g2_i2	14.0	0.0	15.8	0.0	9.0	0.0	9.0	0.0
TRINITY_DN141896_c0_g5_i1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN144979_c3_g1_i1	1.0	0.0	0.0	0.0	28.0	1.0	0.0	0.0
TRINITY_DN144063_c5_g2_i2	3.54	0.0	0.0	0.0	0.0	26.38	0.0	13.0
TRINITY_DN141103_c0_g2_i1	0.0	3.0	0.0	0.0	0.0	24.0	0.0	12.0
TRINITY_DN131550_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0
TRINITY_DN135048_c0_g1_i1	1.0	0.0	0.0	0.0	1.23	0.0	0.0	3.93
TRINITY_DN143402_c2_g1_i6	5.0	32.0	3.0	63.0	69.82	0.0	0.0	4.0
TRINITY_DN145292_c1_g1_i18	1.01	0.0	5.1	0.0	3.39	1.32	0.0	2.03
TRINITY_DN135352_c1_g2_i1	0.0	70.0	0.0	0.0	0.0	1.0	0.0	3.0
TRINITY_DN143410_c0_g1_i1	2.0	0.0	24.8	0.0	0.0	0.0	0.0	1.0
TRINITY_DN134765_c1_g1_i1	0.0	5.0	0.0	0.0	0.0	3.0	0.0	1.0
TRINITY_DN135776_c2_g1_i1	2.87	0.0	2.0	0.0	0.0	1.71	0.0	1.0
TRINITY_DN141975_c5_g6_i1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN136140_c0_g1_i4	3.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
TRINITY_DN141869_c2_g1_i3	3.01	0.0	0.0	0.0	0.19	0.0	0.0	1.0
TRINITY_DN143229_c6_g1_i1	2.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0
TRINITY_DN135636_c0_g1_i1	2.76	0.0	0.0	0.0	1.04	3.0	0.0	0.0
TRINITY_DN32023_c2_g1_i2	0.0	0.0	6.33	0.0	0.0	2.0	0.0	1.0
TRINITY_DN142120_c2_g1_i1	0.0	0.0	0.0	0.0	9.01	22.0	0.0	4.0
TRINITY_DN145463_c6_g1_i1	2.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
TRINITY_DN142526_c5_g1_i7	2.0	0.0	0.0	0.0	32.13	1.0	0.0	2.0
TRINITY_DN143798_c4_g7_i2	0.0	6.0	1.0	0.0	0.0	8.0	0.0	0.0
TRINITY_DN139003_c2_g1_i8	1.38	0.0	1.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN143481_c2_g1_i6	0.0	4.0	4.03	0.0	0.0	0.0	9.0	0.0
TRINITY_DN141946_c0_g1_i4	1.83	0.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN143188_c10_g1_i2	3.0	4.0	11.0	114.0	3.0	5.0	12.63	1.0
TRINITY_DN144835_c0_g2_i3	0.0	0.0	6.68	0.0	0.0	1.0	0.0	1.0
TRINITY_DN138845_c5_g1_i5	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
TRINITY_DN141371_c2_g1_i2	0.0	40.0	0.0	0.0	0.0	6.0	0.0	2.0
TRINITY_DN136629_c1_g4_i1	0.0	0.0	47.0	0.0	34.44	0.0	0.0	8.0
TRINITY_DN140887_c0_g3_i5	0.0	2.0	1.0	0.0	0.0	6.0	0.0	0.0
TRINITY_DN140498_c0_g1_i7	0.0	0.0	0.0	5.0	5.64	1.0	0.0	0.0
TRINITY_DN144594_c24_g1_i5	2.32	87.0	14.0	0.0	0.0	8.0	0.0	2.0
TRINITY_DN137494_c2_g3_i1	12.08	0.0	9.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN137054_c3_g3_i1	8.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0
TRINITY_DN142386_c1_g3_i8	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
TRINITY_DN137267_c3_g5_i1	2.0	62.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN142352_c8_g1_i3	3.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN140823_c6_g1_i2	50.87	19.3	2.0	0.0	0.0	16.58	0.0	0.0
TRINITY_DN135599_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN142437_c0_g3_i4	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN141751_c3_g1_i1	5.0	0.0	6.0	0.0	4.0	1.0	0.0	0.0
TRINITY_DN139235_c5_g1_i3	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN145344_c5_g1_i1	8.69	0.0	18.49	8.0	3.0	3.0	13.0	0.0
TRINITY_DN140744_c3_g2_i1	15.0	0.0	1.0	0.0	11.55	0.0	0.0	0.0
TRINITY_DN141777_c8_g1_i1	10.52	10.0	7.88	0.0	6.69	3.0	64.0	0.0
TRINITY_DN140117_c0_g8_i1	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN870186_c0_g1_i2	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0
TRINITY_DN142800_c9_g1_i1	0.0	40.0	0.0	0.0	0.0	20.0	0.0	26.0
TRINITY_DN144769_c1_g1_i1	1.0	0.0	2.19	0.0	2.14	1.0	0.0	0.0
TRINITY_DN143088_c3_g4_i1	10.0	0.0	3.0	0.0	1.29	0.0	0.0	0.0
TRINITY_DN138663_c0_g1_i1	1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
TRINITY_DN141413_c1_g2_i2	2.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN135774_c6_g7_i1	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
TRINITY_DN145261_c61_g2_i1	5.12	0.0	12.78	0.0	0.0	5.01	0.0	0.0
TRINITY_DN143084_c1_g1_i5	1.02	0.0	0.0	0.0	0.0	0.75	0.0	2.68
TRINITY_DN136784_c0_g1_i9	5.04	0.0	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN50955_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	3.0	0.0	11.0
TRINITY_DN139422_c4_g1_i8	1.98	0.0	3.2	0.0	11.06	0.0	0.0	0.0
TRINITY_DN137488_c3_g2_i3	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN109895_c0_g1_i1	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN142175_c5_g7_i1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	12.27
TRINITY_DN135776_c2_g1_i2	2.13	0.0	0.0	0.0	1.0	1.29	0.0	0.0
TRINITY_DN140278_c0_g1_i1	4.0	0.0	4.0	1.99	0.0	3.51	0.0	2.42
TRINITY_DN141643_c0_g5_i3	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138543_c2_g6_i2	2.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN139257_c3_g2_i6	4.86	0.0	0.0	0.0	0.0	1.02	0.0	0.26
TRINITY_DN1090380_c4_g1_i1	21.84	0.0	0.0	0.0	0.0	2.01	3.0	0.0
TRINITY_DN141543_c1_g2_i10	0.0	0.0	1.0	0.0	0.35	0.0	0.0	1.0
TRINITY_DN861195_c2_g1_i1	1.0	24.0	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN137402_c3_g1_i2	0.0	23.0	9.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN144266_c8_g1_i3	0.0	0.0	1.0	0.0	17.7	0.97	0.0	0.0
TRINITY_DN142796_c3_g1_i3	0.0	0.0	3.0	1.0	0.0	0.0	9.0	0.0
TRINITY_DN145064_c0_g1_i4	3.5	0.0	1.93	0.0	0.0	9.44	0.0	32.06
TRINITY_DN144606_c1_g6_i1	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN137375_c0_g1_i5	0.0	4.0	0.0	0.0	0.0	3.16	0.0	3.22
TRINITY_DN25374_c2_g1_i1	1.0	0.0	1.0	0.0	1.0	0.0	35.0	0.0
TRINITY_DN144003_c14_g1_i1	8.0	67.0	0.0	3.0	0.0	201.75	0.0	2.0
TRINITY_DN145461_c6_g2_i1	1.0	0.0	49.93	0.0	0.0	1.0	0.0	0.0
TRINITY_DN136932_c1_g1_i6	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN144196_c3_g1_i4	8.27	0.0	1.0	0.0	0.0	30.0	0.0	12.44
TRINITY_DN142451_c1_g1_i15	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138025_c6_g1_i1	0.0	0.0	4.0	0.0	2.0	1.0	0.0	2.0
TRINITY_DN145232_c3_g1_i1	4.15	0.0	0.0	0.0	0.0	23.61	0.0	18.79
TRINITY_DN136503_c3_g2_i6	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
TRINITY_DN136183_c3_g4_i3	0.0	0.0	0.0	0.0	17.93	2.0	0.0	0.42
TRINITY_DN142309_c15_g5_i4	0.0	0.0	0.0	0.0	189.0	2.0	0.0	9.14
TRINITY_DN134640_c1_g2_i2	0.0	0.0	1.0	0.0	4.05	0.0	0.0	1.83
TRINITY_DN142620_c2_g2_i1	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN145397_c5_g1_i1	244.8	0.0	0.0	0.0	165.03	0.0	16.0	12.35
TRINITY_DN139288_c4_g1_i1	14.0	0.0	0.0	0.0	72.0	11.0	0.0	9.0
TRINITY_DN142575_c1_g1_i1	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN139137_c2_g4_i2	5.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN137898_c6_g1_i1	0.0	65.0	0.0	0.0	0.0	5.0	0.0	3.0
TRINITY_DN143647_c9_g1_i4	15.66	0.0	0.0	0.0	0.0	13.25	0.0	13.69
TRINITY_DN145300_c5_g1_i3	30.9	0.0	0.0	0.75	214.06	83.02	0.0	118.19
TRINITY_DN144688_c2_g4_i7	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
TRINITY_DN144708_c3_g1_i6	254.53	2.0	18.0	16.61	3.78	0.0	108.0	1.98
TRINITY_DN139422_c4_g2_i1	4.0	0.0	8.0	0.0	7.77	0.0	25.0	1.0
TRINITY_DN144483_c7_g1_i1	10.0	19.0	0.0	0.0	0.0	25.2	9.0	0.0
TRINITY_DN141353_c1_g1_i3	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN132024_c0_g1_i1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN143128_c10_g3_i1	0.0	44.0	0.0	0.0	0.0	5.0	0.0	1.0
TRINITY_DN143948_c6_g3_i2	53.89	0.0	6.0	43.0	48.0	6.0	0.0	55.0
TRINITY_DN132086_c1_g1_i1	7.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN143079_c6_g4_i1	1.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN138910_c3_g1_i1	0.0	20.0	0.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN137822_c0_g3_i5	0.0	0.0	1.86	0.0	14.5	5.0	18.0	0.0
TRINITY_DN136074_c0_g1_i1	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0
TRINITY_DN130619_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN131793_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0
TRINITY_DN137332_c1_g1_i9	1.0	0.0	0.0	0.0	1.18	0.0	0.0	1.0
TRINITY_DN142068_c0_g1_i1	1.0	0.0	1.08	0.0	91.77	1.0	0.0	2.08
TRINITY_DN137854_c1_g2_i7	3.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0
TRINITY_DN145190_c4_g1_i1	0.0	0.0	1.0	0.0	40.72	0.0	0.0	1.05
TRINITY_DN137435_c4_g3_i1	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN142399_c1_g1_i4	4.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0
TRINITY_DN145502_c1_g1_i5	43.4	0.0	13.89	2.0	0.0	4.88	88.5	0.0
TRINITY_DN1311633_c0_g1_i1	46.1	0.0	0.0	0.0	0.0	1.42	1.72	17.24
TRINITY_DN138387_c1_g1_i3	5.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN142715_c2_g2_i2	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN137350_c1_g1_i1	0.0	0.0	1.0	0.0	25.0	1.0	0.0	1.0
TRINITY_DN135449_c0_g1_i3	0.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN145826_c0_g1_i8	31.25	0.0	0.0	0.0	0.0	65.48	0.0	44.5
TRINITY_DN1313004_c2_g1_i1	2.03	0.0	0.0	0.0	72.97	2.98	0.0	1.99
TRINITY_DN139116_c3_g1_i4	4.0	0.0	3.0	0.0	5.0	3.0	0.0	1.0
TRINITY_DN135771_c1_g1_i2	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN135149_c0_g2_i2	0.0	5.0	1.0	0.0	0.0	1.0	0.0	2.0
TRINITY_DN145452_c2_g1_i3	1.34	0.0	0.0	0.0	12.22	0.97	0.0	0.0
TRINITY_DN139635_c4_g3_i1	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN143140_c4_g1_i1	17.83	0.0	0.5	0.0	0.99	0.0	0.0	0.0
TRINITY_DN141324_c4_g5_i1	7.98	5.0	6.0	0.0	29.0	1.0	0.0	1.32
TRINITY_DN142891_c6_g1_i1	0.0	47.0	0.0	0.0	0.0	11.0	0.0	4.0
TRINITY_DN139065_c1_g2_i7	1.0	0.0	3.43	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138655_c2_g3_i5	4.0	0.0	2.0	0.0	8.47	0.0	0.0	0.0
TRINITY_DN138415_c0_g1_i3	0.0	4.0	4.0	0.0	0.0	3.5	0.0	0.0
TRINITY_DN144095_c1_g1_i1	9.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0
TRINITY_DN139983_c2_g3_i2	23.57	0.0	0.0	2.0	0.0	3.0	0.0	0.0
TRINITY_DN144974_c2_g2_i18	1.81	0.0	1.13	0.0	0.0	0.0	0.0	2.94
TRINITY_DN85531_c0_g1_i1	9.0	1.0	0.0	0.0	4.99	0.0	0.0	0.0
TRINITY_DN7230_c1_g2_i2	8.0	69.0	2.0	0.0	0.0	8.06	15.0	4.0
TRINITY_DN145304_c3_g1_i2	4.04	0.0	0.0	0.0	5.95	0.0	0.0	1.31
TRINITY_DN86037_c4_g1_i1	0.0	0.0	0.0	0.0	406.85	2.0	30.0	1.0
TRINITY_DN141425_c1_g6_i1	1.0	0.0	1.0	0.0	0.0	0.0	31.0	0.0
TRINITY_DN137267_c3_g1_i6	5.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN139094_c2_g1_i2	10.86	0.0	3.0	0.0	0.0	0.0	0.0	1.09
TRINITY_DN141065_c3_g1_i4	1.71	0.0	2.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN133197_c0_g1_i1	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN145330_c0_g1_i6	0.0	0.0	0.0	1.0	50.3	2.0	0.0	0.0
TRINITY_DN139737_c0_g1_i3	2.0	0.0	1.0	0.0	5.79	1.18	0.0	0.0
TRINITY_DN141121_c3_g2_i8	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
TRINITY_DN138995_c5_g2_i1	0.51	0.0	0.0	0.0	4.03	0.0	18.0	0.0
TRINITY_DN145694_c4_g1_i4	0.0	0.0	0.6	0.0	412.24	0.0	0.0	2.31
TRINITY_DN142412_c2_g1_i2	1.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0
TRINITY_DN134168_c3_g1_i1	0.0	0.0	2.0	0.0	0.0	0.0	19.0	1.0
TRINITY_DN139632_c5_g5_i1	15.35	0.0	0.0	0.0	0.0	7.97	0.0	0.69
TRINITY_DN145821_c4_g1_i2	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0
TRINITY_DN139685_c2_g1_i2	35.92	0.0	1.0	0.0	0.0	0.0	37.0	0.0
TRINITY_DN144747_c1_g1_i4	0.0	0.0	4.99	0.0	0.0	3.07	0.0	2.0
TRINITY_DN131133_c0_g2_i1	12.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0
TRINITY_DN140831_c4_g1_i2	2.0	0.0	0.0	0.0	2.0	3.0	0.0	4.0
TRINITY_DN145422_c2_g1_i12	0.0	0.0	2.13	0.0	5.57	1.94	0.0	1.04
TRINITY_DN144588_c6_g2_i1	0.0	0.0	68.74	0.0	3.0	0.0	0.0	2.0
TRINITY_DN144894_c1_g3_i9	2.16	0.0	0.0	0.0	3.23	0.0	0.0	3.09
TRINITY_DN139345_c0_g2_i2	3.01	0.0	0.16	0.0	0.0	3.78	0.0	0.0
TRINITY_DN144726_c5_g3_i1	69.0	16.0	18.0	0.0	0.0	29.84	70.0	4.0
TRINITY_DN144267_c4_g1_i1	0.71	0.0	0.0	0.0	0.0	6.1	0.0	2.0
TRINITY_DN132585_c0_g1_i1	1.0	0.0	2.0	0.0	43.0	0.0	0.0	0.0
TRINITY_DN130907_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0
TRINITY_DN145064_c0_g1_i3	0.0	0.0	1.0	0.0	0.0	0.25	0.0	4.0
TRINITY_DN141451_c4_g1_i4	2.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0
TRINITY_DN135261_c1_g5_i1	3.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0
TRINITY_DN144717_c1_g1_i2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0
TRINITY_DN145367_c3_g1_i1	49.0	15.0	0.0	0.0	0.0	18.0	13.0	8.0
TRINITY_DN144675_c1_g1_i1	0.0	0.0	0.0	0.0	13.54	2.0	0.0	12.13
TRINITY_DN135709_c2_g1_i8	0.0	0.0	2.0	41.0	10.32	0.0	0.0	0.0
TRINITY_DN33165_c3_g1_i2	7.06	10.0	4.0	30.0	387.95	16.0	0.0	26.0
TRINITY_DN143876_c11_g4_i1	53.01	0.0	2.1	0.0	0.0	2.39	179.0	52.61
TRINITY_DN145777_c2_g1_i4	574.33	0.0	11.25	19.89	295.34	53.72	9.94	63.01
TRINITY_DN142163_c0_g1_i1	0.0	13.0	0.0	0.0	0.0	2.0	0.0	32.0
TRINITY_DN145797_c2_g1_i3	21.23	0.0	0.0	0.0	51.45	1.6	0.0	7.7
TRINITY_DN140769_c0_g2_i3	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
TRINITY_DN139499_c3_g2_i1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN143889_c2_g6_i1	1.0	0.0	2.0	0.0	5.0	2.0	0.0	0.0
TRINITY_DN125713_c2_g1_i1	0.0	0.0	5.0	0.0	2.0	0.0	0.0	1.0
TRINITY_DN131161_c3_g1_i1	0.0	21.0	0.0	0.0	0.0	52.0	0.0	8.0
TRINITY_DN143770_c3_g1_i1	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN144720_c1_g1_i6	0.0	0.0	0.99	0.0	0.0	0.89	0.0	1.29
TRINITY_DN145209_c1_g1_i7	0.32	0.0	3.94	0.0	0.0	0.0	0.0	7.83
TRINITY_DN145613_c33_g3_i2	1.87	46.0	6.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN142489_c4_g1_i4	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0
TRINITY_DN144240_c11_g1_i2	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0
TRINITY_DN141324_c4_g5_i2	1.03	0.0	0.0	0.0	0.0	0.0	29.0	0.68
TRINITY_DN144408_c0_g4_i1	3.0	0.0	1.0	95.0	3.0	0.0	0.0	0.0
TRINITY_DN144746_c3_g2_i1	0.0	35.0	5.0	0.0	0.0	47.0	0.0	0.0
TRINITY_DN145830_c12_g5_i5	2.41	0.0	4.38	0.0	2.0	0.0	0.0	1.0
TRINITY_DN145473_c2_g1_i6	0.0	0.0	2.93	0.0	4.2	1.26	0.0	0.0
TRINITY_DN145418_c1_g1_i2	0.0	0.0	2.0	22.0	0.0	4.0	0.0	22.0
TRINITY_DN142862_c0_g1_i1	1.82	174.0	1.0	51.23	0.0	14.79	0.0	49.07
TRINITY_DN142159_c1_g1_i2	0.0	0.0	2.04	0.0	2.0	1.88	7.08	0.0
TRINITY_DN137350_c1_g1_i5	3.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0
TRINITY_DN143129_c0_g1_i2	2.33	0.0	1.0	0.0	0.0	0.0	3.33	0.0
TRINITY_DN139149_c2_g6_i1	91.0	9.0	3.0	0.0	0.0	11.8	15.0	25.97
TRINITY_DN144057_c3_g1_i6	0.0	0.0	1.0	0.0	2.15	2.99	0.0	3.47
TRINITY_DN143202_c12_g7_i2	182.64	87.99	46.0	5.0	117.67	13.9	218.0	16.39
TRINITY_DN143091_c2_g2_i1	8.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN134571_c44_g1_i4	104.6	152.33	250.17	214.6	1.14	66.53	430.52	160.56
TRINITY_DN138514_c1_g1_i11	0.0	0.0	0.9	0.0	0.0	1.0	0.0	1.0
TRINITY_DN141347_c5_g1_i1	4.11	0.0	3.0	0.0	0.0	2.0	0.0	0.0
