#OTU ID	024_B2	074_B2	090_subseq	146_B1	153_B3	258_B3
TRINITY_DN136074_c0_g1_i1	0	0	3	1	0	0
TRINITY_DN130619_c1_g1_i1	1	0	0	0	0	1
TRINITY_DN131793_c0_g1_i1	0	0	0	0	0	1
TRINITY_DN137332_c1_g1_i9	1	0	0	1	0	1
TRINITY_DN142068_c0_g1_i1	2	0	1	92	0	1
TRINITY_DN137854_c1_g2_i7	0	0	0	11	0	3
TRINITY_DN145190_c4_g1_i1	1	0	1	41	0	0
TRINITY_DN137435_c4_g3_i1	1	0	0	0	0	3
TRINITY_DN142399_c1_g1_i4	0	0	3	7	0	4
TRINITY_DN145502_c1_g1_i5	0	2	14	0	0	43
TRINITY_DN1311633_c0_g1_i1	17	0	0	0	0	46
TRINITY_DN138387_c1_g1_i3	0	0	1	0	0	5
TRINITY_DN142715_c2_g2_i2	1	0	2	2	0	0
TRINITY_DN137350_c1_g1_i1	1	0	1	25	0	0
TRINITY_DN135449_c0_g1_i3	0	0	1	0	5	0
TRINITY_DN145826_c0_g1_i8	45	0	0	0	0	31
TRINITY_DN1313004_c2_g1_i1	2	0	0	73	0	2
TRINITY_DN139116_c3_g1_i4	1	0	3	5	0	4
TRINITY_DN135771_c1_g1_i2	1	0	0	1	0	2
TRINITY_DN135149_c0_g2_i2	2	0	1	0	5	0
TRINITY_DN145452_c2_g1_i3	0	0	0	12	0	1
TRINITY_DN139635_c4_g3_i1	0	0	3	1	0	2
TRINITY_DN143140_c4_g1_i1	0	0	1	1	0	18
TRINITY_DN141324_c4_g5_i1	1	0	6	29	5	8
TRINITY_DN142891_c6_g1_i1	4	0	0	0	47	0
TRINITY_DN139065_c1_g2_i7	0	0	3	0	0	1
TRINITY_DN138655_c2_g3_i5	0	0	2	8	0	4
TRINITY_DN138415_c0_g1_i3	0	0	4	0	4	0
TRINITY_DN144095_c1_g1_i1	7	0	0	0	0	9
TRINITY_DN139983_c2_g3_i2	0	2	0	0	0	24
TRINITY_DN144974_c2_g2_i18	3	0	1	0	0	2
TRINITY_DN85531_c0_g1_i1	0	0	0	5	1	9
TRINITY_DN7230_c1_g2_i2	4	0	2	0	69	8
TRINITY_DN145304_c3_g1_i2	1	0	0	6	0	4
TRINITY_DN86037_c4_g1_i1	1	0	0	407	0	0
TRINITY_DN141425_c1_g6_i1	0	0	1	0	0	1
TRINITY_DN137267_c3_g1_i6	1	0	1	0	0	5
TRINITY_DN139094_c2_g1_i2	1	0	3	0	0	11
TRINITY_DN141065_c3_g1_i4	0	1	2	0	0	2
TRINITY_DN133197_c0_g1_i1	0	0	1	1	0	2
TRINITY_DN145330_c0_g1_i6	0	1	0	50	0	0
TRINITY_DN139737_c0_g1_i3	0	0	1	6	0	2
TRINITY_DN141121_c3_g2_i8	1	0	0	0	0	1
TRINITY_DN138995_c5_g2_i1	0	0	0	4	0	1
TRINITY_DN145694_c4_g1_i4	2	0	1	412	0	0
TRINITY_DN142412_c2_g1_i2	0	3	3	6	0	1
TRINITY_DN134168_c3_g1_i1	1	0	2	0	0	0
TRINITY_DN139632_c5_g5_i1	1	0	0	0	0	15
TRINITY_DN145821_c4_g1_i2	0	0	1	0	0	0
TRINITY_DN139685_c2_g1_i2	0	0	1	0	0	36
TRINITY_DN144747_c1_g1_i4	2	0	5	0	0	0
TRINITY_DN131133_c0_g2_i1	0	0	1	0	0	12
TRINITY_DN140831_c4_g1_i2	4	0	0	2	0	2
TRINITY_DN145422_c2_g1_i12	1	0	2	6	0	0
TRINITY_DN144588_c6_g2_i1	2	0	69	3	0	0
TRINITY_DN144894_c1_g3_i9	3	0	0	3	0	2
TRINITY_DN139345_c0_g2_i2	0	0	0	0	0	3
TRINITY_DN144726_c5_g3_i1	4	0	18	0	16	69
TRINITY_DN144267_c4_g1_i1	2	0	0	0	0	1
TRINITY_DN132585_c0_g1_i1	0	0	2	43	0	1
TRINITY_DN130907_c0_g2_i1	2	0	0	0	0	1
TRINITY_DN145064_c0_g1_i3	4	0	1	0	0	0
TRINITY_DN141451_c4_g1_i4	0	0	5	3	0	2
TRINITY_DN135261_c1_g5_i1	0	0	6	2	0	3
TRINITY_DN144717_c1_g1_i2	14	0	0	0	0	1
TRINITY_DN145367_c3_g1_i1	8	0	0	0	15	49
TRINITY_DN144675_c1_g1_i1	12	0	0	14	0	0
TRINITY_DN135709_c2_g1_i8	0	41	2	10	0	0
TRINITY_DN33165_c3_g1_i2	26	30	4	388	10	7
TRINITY_DN143876_c11_g4_i1	53	0	2	0	0	53
TRINITY_DN145777_c2_g1_i4	63	20	11	295	0	574
TRINITY_DN142163_c0_g1_i1	32	0	0	0	13	0
TRINITY_DN145797_c2_g1_i3	8	0	0	51	0	21
TRINITY_DN140769_c0_g2_i3	0	0	0	3	0	1
TRINITY_DN139499_c3_g2_i1	1	0	0	0	0	1
TRINITY_DN143889_c2_g6_i1	0	0	2	5	0	1
TRINITY_DN125713_c2_g1_i1	1	0	5	2	0	0
TRINITY_DN131161_c3_g1_i1	8	0	0	0	21	0
TRINITY_DN143770_c3_g1_i1	0	0	1	0	3	0
TRINITY_DN144720_c1_g1_i6	1	0	1	0	0	0
TRINITY_DN145209_c1_g1_i7	8	0	4	0	0	0
TRINITY_DN145613_c33_g3_i2	2	0	6	0	46	2
TRINITY_DN142489_c4_g1_i4	0	7	1	0	0	1
TRINITY_DN144240_c11_g1_i2	1	0	2	0	0	0
TRINITY_DN141324_c4_g5_i2	1	0	0	0	0	1
TRINITY_DN144408_c0_g4_i1	0	95	1	3	0	3
TRINITY_DN144746_c3_g2_i1	0	0	5	0	35	0
TRINITY_DN145830_c12_g5_i5	1	0	4	2	0	2
TRINITY_DN145473_c2_g1_i6	0	0	3	4	0	0
TRINITY_DN145418_c1_g1_i2	22	22	2	0	0	0
TRINITY_DN142862_c0_g1_i1	49	51	1	0	174	2
TRINITY_DN142159_c1_g1_i2	0	0	2	2	0	0
TRINITY_DN137350_c1_g1_i5	1	7	0	0	0	3
TRINITY_DN143129_c0_g1_i2	0	0	1	0	0	2
TRINITY_DN139149_c2_g6_i1	26	0	3	0	9	91
TRINITY_DN144057_c3_g1_i6	3	0	1	2	0	0
TRINITY_DN143202_c12_g7_i2	16	5	46	118	88	183
TRINITY_DN143091_c2_g2_i1	0	0	2	0	0	8
TRINITY_DN134571_c44_g1_i4	161	215	250	1	152	105
TRINITY_DN138514_c1_g1_i11	1	0	1	0	0	0
TRINITY_DN141347_c5_g1_i1	0	0	3	0	0	4
TRINITY_DN137750_c4_g3_i3	2	0	1	283	0	0
TRINITY_DN139544_c2_g7_i3	1	0	6	10	0	4
TRINITY_DN141146_c7_g1_i1	0	0	0	0	2	1
TRINITY_DN143516_c8_g1_i1	4	0	6	0	7	22
TRINITY_DN140626_c8_g3_i1	1	0	1	0	0	0
TRINITY_DN141756_c0_g1_i3	0	0	4	8	0	5
TRINITY_DN134701_c0_g2_i1	0	0	1	0	2	0
TRINITY_DN143020_c3_g1_i1	5	28	0	0	0	1
TRINITY_DN142636_c6_g1_i8	4	0	0	4	0	4
TRINITY_DN145261_c61_g1_i2	586	0	7	1	145	2084
TRINITY_DN144561_c9_g7_i1	34	0	10	0	0	320
TRINITY_DN611602_c3_g1_i1	0	0	3	28	0	0
TRINITY_DN137050_c3_g1_i1	0	0	0	0	12	8
TRINITY_DN1090454_c0_g1_i1	1	0	0	0	0	1
TRINITY_DN143683_c0_g1_i8	3	0	4	0	0	0
TRINITY_DN142178_c2_g1_i4	7	0	0	6	0	5
TRINITY_DN145551_c2_g2_i1	6	0	127	0	89	2
TRINITY_DN142485_c6_g9_i2	7	0	16	0	0	17
TRINITY_DN142635_c3_g2_i15	2	0	1	0	0	1
TRINITY_DN140907_c2_g2_i10	0	0	1	0	0	2
TRINITY_DN141648_c3_g2_i4	0	0	0	12	0	1
TRINITY_DN137525_c2_g3_i1	6	0	2	144	0	0
TRINITY_DN140995_c5_g1_i2	16	0	0	0	0	5
TRINITY_DN144137_c0_g1_i1	0	0	0	0	0	4
TRINITY_DN139697_c1_g4_i1	0	57	4	0	0	1
TRINITY_DN143926_c4_g2_i1	1	0	2	0	0	0
TRINITY_DN139333_c4_g6_i1	0	7	1	8	0	0
TRINITY_DN612476_c4_g1_i1	2	2	5	1	0	75
TRINITY_DN145617_c0_g1_i14	37	0	0	38	0	1
TRINITY_DN140952_c1_g1_i1	5	0	2	0	0	0
TRINITY_DN143840_c5_g4_i3	17	0	2	0	0	4
TRINITY_DN136312_c3_g1_i17	1	0	0	0	0	6
TRINITY_DN139880_c0_g1_i1	0	15	1	0	0	3
TRINITY_DN140459_c0_g1_i3	0	5	0	15	0	1
TRINITY_DN143163_c3_g1_i8	3	1	0	62	0	27
TRINITY_DN144913_c2_g2_i7	0	0	4	2	0	4
TRINITY_DN139465_c2_g6_i1	1	0	0	0	0	2
TRINITY_DN142095_c4_g5_i1	0	0	2	0	0	1
TRINITY_DN139557_c0_g2_i4	0	0	1	6	0	3
TRINITY_DN143494_c13_g6_i1	0	34	5	0	13	3
TRINITY_DN129949_c0_g1_i3	1	0	0	1	0	1
TRINITY_DN139477_c2_g1_i3	0	0	3	22	0	4
TRINITY_DN141391_c4_g1_i1	1	0	0	0	0	9
TRINITY_DN140531_c0_g1_i2	6	0	0	4	0	1
TRINITY_DN145637_c3_g1_i1	46	0	0	0	4	0
TRINITY_DN138922_c0_g2_i6	2	0	0	0	1	0
TRINITY_DN141348_c4_g1_i1	14	0	0	0	0	21
TRINITY_DN139212_c13_g4_i1	0	105	22	2	0	0
TRINITY_DN139776_c3_g7_i1	1	0	8	0	0	0
TRINITY_DN143526_c2_g1_i11	0	0	1	0	0	3
TRINITY_DN143588_c6_g5_i1	1	0	8	0	0	6
TRINITY_DN145330_c0_g1_i15	6	0	0	350	0	1
TRINITY_DN133194_c0_g4_i1	0	0	1	0	0	1
TRINITY_DN136603_c6_g1_i2	8	1	0	0	0	3
TRINITY_DN136810_c1_g3_i7	1	0	1	0	0	11
TRINITY_DN141118_c0_g2_i3	0	0	3	0	1	0
TRINITY_DN132925_c0_g1_i2	1	0	0	1	0	1
TRINITY_DN142228_c6_g1_i2	77	0	5	1011	2	13
TRINITY_DN137491_c0_g1_i4	0	0	1	0	0	1
TRINITY_DN125192_c2_g1_i1	0	0	0	1	0	29
TRINITY_DN138237_c9_g2_i2	0	0	0	1	0	1
TRINITY_DN144123_c1_g1_i7	0	0	1	60	0	24
TRINITY_DN142388_c3_g1_i9	2	0	0	0	0	7
TRINITY_DN131424_c0_g1_i4	0	0	0	3	0	1
TRINITY_DN145366_c17_g1_i3	1	0	0	1	0	1
TRINITY_DN144672_c0_g1_i1	9	3	3	8	0	1
TRINITY_DN135313_c0_g1_i2	14	0	0	0	0	7
TRINITY_DN136211_c3_g2_i5	1	0	0	3	0	1
TRINITY_DN142871_c2_g1_i2	1	0	1	0	0	2
TRINITY_DN615266_c1_g1_i1	0	0	0	0	24	1
TRINITY_DN136587_c2_g1_i5	0	0	2	8	5	2
TRINITY_DN145581_c18_g6_i2	895	31	34	1411	5	919
TRINITY_DN144175_c1_g1_i8	0	1	2	0	0	0
TRINITY_DN142559_c5_g2_i1	0	0	12	9	0	10
TRINITY_DN141725_c1_g1_i8	4	0	1	0	9	4
TRINITY_DN139794_c5_g1_i2	1	0	0	0	10	0
TRINITY_DN142128_c2_g1_i1	1	0	0	0	0	1
TRINITY_DN145421_c1_g1_i6	1	3	4	3	0	0
TRINITY_DN140774_c3_g3_i2	0	0	0	7	11	0
TRINITY_DN135567_c0_g3_i1	0	23	0	0	0	3
TRINITY_DN92149_c2_g3_i1	1	0	1	0	0	3
TRINITY_DN145578_c17_g4_i1	1	0	0	0	155	0
TRINITY_DN137810_c0_g1_i1	0	0	2	0	0	5
TRINITY_DN144815_c4_g1_i6	8	0	0	0	0	5
TRINITY_DN143149_c4_g1_i5	3	0	0	0	0	4
TRINITY_DN145300_c5_g1_i6	488	69	0	1	10	49
TRINITY_DN135733_c3_g1_i1	1	0	0	0	0	1
TRINITY_DN145553_c5_g2_i2	96	0	0	0	0	47
TRINITY_DN138210_c4_g3_i2	1	0	0	0	0	1
TRINITY_DN136209_c2_g2_i1	0	0	1	1	0	0
TRINITY_DN145485_c4_g2_i1	1	0	1	3	0	0
TRINITY_DN139123_c4_g2_i1	0	21	6	0	0	13
TRINITY_DN142591_c7_g1_i1	0	0	1	7	0	1
TRINITY_DN136500_c0_g1_i4	0	0	1	9	0	1
TRINITY_DN140488_c3_g1_i1	1	0	2	2	0	1
TRINITY_DN1090337_c2_g1_i1	0	81	1	0	0	1
TRINITY_DN139034_c0_g2_i3	0	0	0	11	0	1
TRINITY_DN141668_c4_g1_i6	1	0	1	0	0	0
TRINITY_DN145772_c1_g1_i3	2	0	5	8	0	2
TRINITY_DN135978_c4_g1_i1	0	2	2	0	0	5
TRINITY_DN135774_c6_g6_i1	9	11	0	24	0	0
TRINITY_DN136346_c15_g3_i5	0	10	2	1	0	2
TRINITY_DN144266_c6_g1_i2	1	3	0	0	0	0
TRINITY_DN142381_c1_g2_i6	0	0	1	8	0	0
TRINITY_DN144640_c17_g5_i3	0	0	18	2	30	0
TRINITY_DN141702_c1_g2_i1	2	0	3	1	0	1
TRINITY_DN141391_c4_g1_i4	1	0	0	19	0	0
TRINITY_DN144666_c2_g2_i1	1	83	1	3	0	0
TRINITY_DN130848_c1_g1_i1	0	0	0	3	0	1
TRINITY_DN143969_c2_g1_i8	1	1	4	0	0	9
TRINITY_DN144021_c5_g3_i2	232	0	128	877	0	2
TRINITY_DN142739_c1_g1_i1	10	0	0	0	7	73
TRINITY_DN383839_c3_g1_i1	4	89	0	0	0	1
TRINITY_DN144172_c1_g1_i2	30	0	0	0	641	0
TRINITY_DN142761_c18_g1_i4	0	9	0	50	67	20
TRINITY_DN135177_c1_g2_i1	1	0	1	0	0	15
TRINITY_DN130174_c0_g1_i1	2	0	1	0	0	1
TRINITY_DN140481_c3_g1_i1	18	0	4	45	0	13
TRINITY_DN140723_c0_g1_i4	4	0	1	4	0	0
TRINITY_DN133479_c0_g1_i1	1	0	0	3	0	2
TRINITY_DN117410_c2_g3_i2	18	0	37	90	0	0
TRINITY_DN142184_c4_g2_i1	7	54	1	98	0	0
TRINITY_DN138597_c2_g3_i1	0	0	1	0	0	2
TRINITY_DN145714_c3_g1_i5	1	0	0	0	0	0
TRINITY_DN142922_c7_g5_i2	1	0	1	16	0	0
TRINITY_DN137852_c3_g1_i1	0	0	4	0	0	5
TRINITY_DN144942_c3_g3_i1	1	0	1	1	0	0
TRINITY_DN139581_c6_g1_i2	3	2	0	17	0	0
TRINITY_DN139837_c0_g3_i1	1	0	3	0	0	2
TRINITY_DN143064_c2_g1_i1	1	0	17	5	0	0
TRINITY_DN140525_c3_g1_i5	0	0	0	1	0	0
TRINITY_DN141269_c5_g2_i1	7	0	0	0	67	0
TRINITY_DN143289_c4_g4_i2	1	0	0	1	0	0
TRINITY_DN141259_c3_g3_i2	2	0	0	0	0	4
TRINITY_DN144288_c1_g1_i1	15	0	0	1963	0	1
TRINITY_DN139094_c2_g1_i1	1	0	1	0	0	0
TRINITY_DN144386_c0_g1_i4	19	0	0	14	0	0
TRINITY_DN132978_c2_g1_i3	0	6	0	4	0	2
TRINITY_DN137913_c1_g1_i1	1	0	3	3	0	0
TRINITY_DN144422_c2_g1_i2	0	0	0	1	4	0
TRINITY_DN142511_c2_g2_i11	0	0	1	2	0	1
TRINITY_DN140097_c2_g1_i3	1	61	5	15	0	2
TRINITY_DN139324_c0_g2_i5	1	0	0	2	0	5
TRINITY_DN144005_c3_g2_i1	0	53	6	0	0	2
TRINITY_DN76087_c2_g1_i1	6	0	20	103	0	63
TRINITY_DN141414_c2_g3_i1	1	0	5	3	0	4
TRINITY_DN145462_c0_g1_i9	13	1	2	22	1	28
TRINITY_DN144165_c1_g1_i7	0	0	3	0	0	0
TRINITY_DN143841_c3_g1_i3	0	0	5	79	0	1
TRINITY_DN135581_c0_g1_i1	1	0	0	4	0	1
TRINITY_DN142652_c0_g1_i1	4	0	0	0	0	2
TRINITY_DN133642_c0_g1_i3	0	0	2	2	0	0
TRINITY_DN142382_c5_g2_i1	1	0	4	0	0	0
TRINITY_DN144699_c8_g1_i1	1	0	0	6	0	13
TRINITY_DN136380_c1_g1_i3	0	0	0	0	1	0
TRINITY_DN141449_c3_g4_i1	0	0	2	4	0	1
TRINITY_DN143094_c2_g2_i1	0	0	0	1	0	6
TRINITY_DN145419_c1_g1_i2	2	4	1	47	0	0
TRINITY_DN145036_c19_g2_i3	44	326	12	8276	30	38
TRINITY_DN144368_c1_g1_i5	0	0	0	3	0	2
TRINITY_DN612741_c0_g1_i1	47	0	4	1	1	1
TRINITY_DN141435_c3_g1_i2	3	0	0	0	0	1
TRINITY_DN144360_c2_g1_i2	0	0	0	9	0	2
TRINITY_DN132584_c0_g1_i1	0	0	1	0	0	19
TRINITY_DN137505_c3_g1_i2	0	0	1	0	0	5
TRINITY_DN145682_c12_g1_i1	0	0	21	0	0	1
TRINITY_DN145229_c6_g2_i6	0	0	5	2	0	0
TRINITY_DN143907_c11_g2_i9	2	0	2	0	0	4
TRINITY_DN136264_c1_g1_i1	3	0	0	1	34	0
TRINITY_DN142814_c2_g2_i4	1	0	23	12	0	34
TRINITY_DN143552_c3_g1_i3	1	0	0	3	0	0
TRINITY_DN143417_c6_g1_i1	17	14	11	0	0	211
TRINITY_DN143895_c0_g1_i3	0	0	2	0	0	15
TRINITY_DN141195_c4_g1_i1	1	0	0	2	18	0
TRINITY_DN144240_c12_g1_i1	0	0	14	31	0	0
TRINITY_DN141994_c15_g1_i6	4	32	0	8	0	3
TRINITY_DN143119_c4_g2_i2	6	0	16	0	0	6
TRINITY_DN143487_c2_g1_i3	2	0	1	1	0	0
TRINITY_DN137397_c4_g2_i1	0	0	0	39	0	2
TRINITY_DN140418_c1_g5_i3	0	0	2	1	0	2
TRINITY_DN144986_c2_g1_i2	0	145	0	44	0	0
TRINITY_DN137332_c1_g1_i2	0	7	2	0	0	0
TRINITY_DN137434_c8_g1_i3	1	0	0	3	0	0
TRINITY_DN136355_c2_g1_i2	1	0	0	0	0	1
TRINITY_DN142655_c6_g9_i2	4	0	11	0	0	2
TRINITY_DN139765_c1_g2_i3	0	0	1	1	0	3
TRINITY_DN143972_c0_g1_i1	0	0	1	5	0	0
TRINITY_DN135697_c0_g2_i1	0	0	6	2	0	2
TRINITY_DN140925_c1_g1_i3	2	0	0	1	0	0
TRINITY_DN145062_c3_g1_i3	0	0	0	14	0	16
TRINITY_DN142402_c3_g5_i2	12	0	4	0	0	28
TRINITY_DN145366_c17_g1_i5	2	88	16	7	7	0
TRINITY_DN142802_c1_g1_i1	1	0	0	0	0	5
TRINITY_DN144268_c3_g1_i1	10	0	0	0	0	64
TRINITY_DN145360_c4_g1_i1	6	4	0	13	0	182
TRINITY_DN131022_c2_g1_i1	0	0	1	46	0	2
TRINITY_DN118620_c1_g2_i1	0	0	1	0	0	2
TRINITY_DN131100_c0_g1_i5	0	0	0	3	0	4
TRINITY_DN137758_c1_g1_i4	0	0	1	1	0	1
TRINITY_DN143867_c81_g1_i3	2	0	9	16	0	2
TRINITY_DN144381_c4_g1_i4	6	0	0	233	0	0
TRINITY_DN136743_c2_g2_i3	0	0	2	2	0	1
TRINITY_DN137957_c1_g1_i2	0	9	1	1	0	0
TRINITY_DN142927_c7_g5_i2	26	0	0	0	0	13
TRINITY_DN145547_c6_g1_i1	13	0	15	1616	0	200
TRINITY_DN136208_c1_g5_i1	2	0	0	1	0	1
TRINITY_DN145261_c61_g1_i4	1	0	94	0	22	14
TRINITY_DN141980_c4_g1_i2	4	0	3	0	0	2
TRINITY_DN142450_c10_g1_i1	2	0	0	0	0	2
TRINITY_DN143221_c1_g1_i2	59	0	0	0	0	22
TRINITY_DN136876_c0_g1_i1	0	0	1	2	0	1
TRINITY_DN144421_c2_g1_i1	8	0	0	1236	0	1
TRINITY_DN145548_c1_g1_i5	4	0	1	0	0	0
TRINITY_DN142724_c1_g1_i1	0	0	26	4	0	2
TRINITY_DN141127_c0_g3_i2	0	0	1	1	0	0
TRINITY_DN145229_c6_g2_i1	1	0	0	1	0	0
TRINITY_DN142927_c5_g5_i1	0	0	1	0	11	3
TRINITY_DN141716_c7_g2_i1	10	129	4	70	0	1
TRINITY_DN139616_c3_g1_i2	0	0	2	0	4	1
TRINITY_DN138210_c4_g3_i1	0	0	0	2	0	1
TRINITY_DN143035_c3_g7_i2	29	0	10	0	43	2
TRINITY_DN141742_c3_g3_i6	0	0	1	0	0	1
TRINITY_DN106742_c0_g1_i1	3	0	0	0	48	0
TRINITY_DN143313_c0_g1_i1	0	54	4	0	0	0
TRINITY_DN140887_c0_g2_i3	2	0	0	3	0	0
TRINITY_DN142402_c3_g2_i4	0	0	1	0	0	72
TRINITY_DN144694_c1_g1_i3	0	0	6	117	0	0
TRINITY_DN143050_c3_g1_i3	0	0	4	10	0	2
TRINITY_DN143948_c6_g3_i1	0	4	3	0	0	3
TRINITY_DN145078_c0_g1_i1	1	0	1	0	0	3
TRINITY_DN143619_c1_g1_i4	2	0	0	0	0	4
TRINITY_DN136847_c3_g2_i1	0	0	0	0	0	1
TRINITY_DN138366_c4_g7_i1	0	0	1	0	0	4
TRINITY_DN134843_c0_g1_i3	2	0	1	1	0	0
TRINITY_DN145422_c2_g1_i16	298	6	26	20	19	441
TRINITY_DN137041_c0_g3_i3	1	0	0	0	1	0
TRINITY_DN137848_c3_g1_i2	0	0	0	0	0	2
TRINITY_DN145050_c1_g1_i3	394	49	1	0	17	2
TRINITY_DN143817_c3_g3_i2	1	0	0	1	0	1
TRINITY_DN141476_c1_g6_i1	2	0	0	0	15	0
TRINITY_DN138679_c3_g2_i11	0	0	0	8	0	2
TRINITY_DN144978_c2_g1_i4	14	118	0	0	64	0
TRINITY_DN142622_c3_g1_i7	1	0	0	11	0	0
TRINITY_DN141180_c8_g2_i1	3	0	0	0	3	0
TRINITY_DN143354_c2_g1_i3	0	0	1	4	0	0
TRINITY_DN144494_c0_g1_i4	148	0	0	0	0	6
TRINITY_DN140954_c1_g1_i3	0	1	0	8	0	0
TRINITY_DN138733_c6_g4_i2	1	0	2	1	0	0
TRINITY_DN144030_c5_g1_i4	31	0	11	128	0	22
TRINITY_DN144012_c4_g2_i4	0	3	12	0	0	5
TRINITY_DN139212_c13_g2_i11	1	0	3	0	0	8
TRINITY_DN144815_c4_g1_i5	8	0	0	79	0	4
TRINITY_DN140755_c13_g1_i1	2	0	1	0	0	0
TRINITY_DN73903_c1_g1_i1	0	39	1	0	0	1
TRINITY_DN138874_c2_g3_i1	1	0	0	2	0	1
TRINITY_DN142205_c5_g1_i7	0	29	0	1	0	1
TRINITY_DN137715_c8_g1_i1	0	4	29	2	0	1
TRINITY_DN141994_c15_g1_i7	29	12	0	2	0	1
TRINITY_DN144708_c3_g1_i7	0	0	2	9	0	2
TRINITY_DN142115_c6_g1_i3	1	0	1	0	31	0
TRINITY_DN135610_c0_g2_i1	2	0	1	0	0	7
TRINITY_DN143018_c39_g5_i3	0	320	65	0	1030	514
TRINITY_DN145291_c1_g1_i22	4	0	0	135	0	4
TRINITY_DN135950_c1_g2_i1	7	0	0	0	0	16
TRINITY_DN140382_c0_g1_i1	0	2	0	6	7	5
TRINITY_DN144778_c2_g1_i8	1	0	0	1	0	0
TRINITY_DN143026_c6_g8_i1	1	0	4	0	7	0
TRINITY_DN140287_c0_g1_i2	0	4	1	3	0	3
TRINITY_DN134530_c0_g4_i1	1	0	1	3	0	1
TRINITY_DN145506_c2_g2_i9	9	0	103	49	0	9
TRINITY_DN141310_c4_g1_i3	0	0	0	0	45	1
TRINITY_DN142687_c2_g1_i3	1	0	1	7	0	0
TRINITY_DN137108_c4_g3_i3	0	0	1	14	0	3
TRINITY_DN139153_c3_g5_i3	0	0	0	151	0	2
TRINITY_DN128945_c0_g2_i1	1	0	3	9	0	0
TRINITY_DN139759_c4_g2_i2	1	0	0	0	0	1
TRINITY_DN144111_c6_g2_i3	0	0	1	0	11	2
TRINITY_DN141599_c1_g3_i2	0	8	3	0	0	2
TRINITY_DN144868_c24_g1_i1	54	0	0	0	6	54
TRINITY_DN138631_c0_g4_i2	5	0	0	7	0	2
TRINITY_DN142733_c1_g1_i5	1	0	0	11	0	0
TRINITY_DN142707_c1_g1_i1	10	0	0	0	0	13
TRINITY_DN141159_c10_g1_i1	0	0	1	1	0	2
TRINITY_DN135938_c0_g1_i24	1	0	0	0	0	9
TRINITY_DN143963_c2_g1_i2	1	0	0	2	0	4
TRINITY_DN140714_c1_g2_i12	2	2	0	0	0	0
TRINITY_DN138188_c0_g1_i10	1	0	0	1	0	1
TRINITY_DN136357_c2_g1_i1	1	0	0	1	0	3
TRINITY_DN136815_c0_g1_i2	0	0	1	0	3	0
TRINITY_DN144108_c0_g1_i1	4	0	4	0	165	2
TRINITY_DN142267_c2_g1_i5	0	0	0	1	0	20
TRINITY_DN144206_c3_g1_i2	0	0	0	1	0	1
TRINITY_DN138106_c0_g1_i1	1	1	0	2	0	0
TRINITY_DN144469_c1_g1_i1	6	1	24	64	0	9
TRINITY_DN145547_c13_g2_i7	5	0	0	0	0	9
TRINITY_DN147224_c4_g2_i1	5	0	0	0	60	0
TRINITY_DN143145_c1_g1_i1	0	1	0	0	0	10
TRINITY_DN145401_c1_g1_i1	27	0	0	31	0	0
TRINITY_DN136814_c3_g2_i1	1	0	0	7	0	0
TRINITY_DN126748_c0_g1_i1	0	0	1	1	0	1
TRINITY_DN135735_c2_g1_i4	0	9	0	6	0	1
TRINITY_DN141326_c2_g2_i6	11	0	1	88	0	5
TRINITY_DN138681_c7_g1_i1	5	0	0	0	57	2
TRINITY_DN145547_c13_g2_i4	1	0	0	1	0	6
TRINITY_DN139143_c5_g2_i1	0	0	0	3	0	8
TRINITY_DN134643_c0_g1_i1	0	0	0	10	0	1
TRINITY_DN136269_c9_g1_i3	1	0	0	0	4	0
TRINITY_DN142592_c1_g3_i3	1	0	0	0	0	1
TRINITY_DN139257_c4_g3_i4	3	0	1	0	0	16
TRINITY_DN144594_c21_g1_i1	0	1	17	8	0	5
TRINITY_DN144594_c26_g2_i2	0	0	1	0	0	1
TRINITY_DN132674_c0_g1_i1	1	0	0	9	0	1
TRINITY_DN142299_c3_g1_i1	45	0	0	0	0	19
TRINITY_DN398709_c0_g1_i1	1	0	0	0	0	7
TRINITY_DN137385_c7_g1_i4	1	0	0	0	0	5
TRINITY_DN145049_c1_g1_i5	4	2	0	0	0	8
TRINITY_DN147836_c1_g1_i1	66	6	10	0	0	6
TRINITY_DN144266_c8_g1_i2	10	4	0	156	0	6
TRINITY_DN145355_c1_g1_i3	2	0	27	0	0	15
TRINITY_DN138350_c4_g1_i10	0	0	2	2	0	1
TRINITY_DN138177_c0_g2_i1	0	0	0	0	1	7
TRINITY_DN145733_c3_g1_i1	2	0	5	0	0	170
TRINITY_DN145811_c0_g1_i11	3	0	0	0	0	1
TRINITY_DN137250_c0_g1_i2	1	0	0	0	0	7
TRINITY_DN143379_c0_g1_i1	39	0	1	38	0	18
TRINITY_DN145429_c4_g2_i5	4	0	0	0	0	25
TRINITY_DN144267_c6_g1_i1	3	0	0	0	0	9
TRINITY_DN140405_c1_g2_i1	1	0	1	5	0	0
TRINITY_DN144001_c5_g1_i4	0	0	33	0	0	4
TRINITY_DN139095_c1_g1_i1	0	0	1	0	0	1
TRINITY_DN141615_c4_g5_i1	0	0	5	1	0	1
TRINITY_DN143613_c1_g2_i4	0	0	3	1	0	0
TRINITY_DN137441_c0_g1_i1	2	0	0	1	0	1
TRINITY_DN144184_c4_g1_i9	2	0	0	0	0	89
